,cost,opt,ratio,time,V,E,R
379,48,48,1.0,0.00023674994008615613,20,190,6
380,50,48,1.0416666666666667,0.0004629890318028629,18,153,5
381,38,35,1.0857142857142856,0.0003496200079098344,13,78,5
382,25,25,1.0,0.0003276690258644521,11,55,3
383,46,46,1.0,0.0003935249405913055,8,28,7
384,24,24,1.0,0.00026717002037912607,6,15,4
385,47,45,1.0444444444444445,0.0003656820044852793,15,105,5
386,28,28,1.0,0.0002772980369627476,12,66,5
387,38,38,1.0,0.0004030129639431834,14,91,6
388,31,31,1.0,0.00024766899878159165,5,10,4
389,44,42,1.0476190476190477,0.00044432602589949965,19,171,6
390,46,45,1.0222222222222221,0.0006848830380477011,10,45,7
391,56,56,1.0,0.00042092904914170504,7,21,7
392,67,67,1.0,0.0003640460199676454,9,36,7
393,20,19,1.0526315789473684,0.00032461993396282196,14,91,3
394,59,59,1.0,0.0004638410173356533,15,105,7
395,12,12,1.0,0.0002939660334959626,7,21,3
396,46,46,1.0,0.0004823759663850069,11,55,7
397,40,39,1.0256410256410255,0.00028183101676404476,13,78,5
398,23,20,1.15,0.0006228789570741355,11,55,3
399,31,31,1.0,0.0001882669748738408,6,15,6
400,34,34,1.0,0.000368650013115257,13,78,6
401,35,33,1.0606060606060606,0.00044878001790493727,11,55,7
402,31,31,1.0,0.0003336209920234978,13,78,4
403,20,20,1.0,0.00021426501916721463,6,15,4
404,39,39,1.0,0.0002464469289407134,7,21,4
405,31,31,1.0,0.0004383189952932298,9,36,7
406,58,56,1.0357142857142858,0.0005070269689895213,15,105,6
407,23,23,1.0,0.0002636519493535161,7,21,4
408,23,23,1.0,0.00022634101333096623,7,21,3
409,26,24,1.0833333333333333,0.0002769969869405031,20,190,3
410,45,44,1.0227272727272727,0.0005968740442767739,18,153,7
411,46,46,1.0,0.0002685480285435915,15,105,6
412,25,24,1.0416666666666667,0.0003237790078856051,18,153,3
413,48,46,1.0434782608695652,0.0006389089394360781,17,136,7
414,46,44,1.0454545454545454,0.00038516800850629807,20,190,5
415,13,13,1.0,0.0001739339786581695,14,91,3
416,23,23,1.0,0.00045077799586579204,15,105,5
417,45,44,1.0227272727272727,0.00042377400677651167,10,45,6
418,18,18,1.0,0.00023464398691430688,9,36,3
419,54,54,1.0,0.00038338499143719673,10,45,5
420,26,26,1.0,0.0006268279976211488,16,120,3
421,44,43,1.0232558139534884,0.00035631994251161814,8,28,5
422,34,34,1.0,0.0005892630433663726,10,45,7
423,28,28,1.0,0.0003449469804763794,20,190,4
424,12,11,1.0909090909090908,0.0002841749810613692,20,190,3
