,cost,opt,ratio,time,V,E,R
122,46,46,1.0,0.00019683502614498138,6,5,5
123,16,16,1.0,0.00020148296607658267,7,6,2
124,90,90,1.0,0.0003997599706053734,12,11,5
125,56,56,1.0,0.0003055959823541343,7,6,3
126,34,34,1.0,0.00020994601072743535,5,4,3
127,74,74,1.0,0.00038257503183558583,11,10,5
128,64,64,1.0,0.0002303789951838553,15,14,3
129,74,74,1.0,0.00025734800146892667,17,16,5
130,32,32,1.0,0.00019950803834944963,5,4,2
131,94,94,1.0,0.0002378999488428235,12,11,5
132,132,132,1.0,0.0005121090216562152,12,11,5
133,62,62,1.0,0.00034922402119264007,12,11,4
134,20,20,1.0,0.00013500696513801813,6,5,1
135,76,76,1.0,0.0003359480178914964,10,9,4
136,18,18,1.0,0.00014833302702754736,5,4,2
137,88,88,1.0,0.000380941026378423,15,14,5
138,34,34,1.0,0.00027879199478775263,6,5,5
139,64,64,1.0,0.00024692696752026677,12,11,3
140,16,16,1.0,0.00013589998707175255,4,3,1
141,88,88,1.0,0.00040721800178289413,16,15,4
142,20,20,1.0,0.00014331401325762272,16,15,1
143,20,20,1.0,0.00014974601799622178,12,11,2
144,100,100,1.0,0.0004208800382912159,15,14,5
145,4,4,1.0,0.0001447609975002706,12,11,1
146,42,42,1.0,0.0001688299817033112,5,4,3
147,4,4,1.0,0.0001371799735352397,8,7,1
148,72,72,1.0,0.0003507370129227638,15,14,3
149,70,70,1.0,0.0002609610091894865,9,8,5
150,86,86,1.0,0.0004935730248689651,14,13,6
151,96,96,1.0,0.00039983505848795176,8,7,7
152,84,84,1.0,0.00039782695239409804,13,12,4
153,46,46,1.0,0.0003504300839267671,17,16,5
154,114,114,1.0,0.00046324299182742834,16,15,4
155,18,18,1.0,0.000152565015014261,4,3,2
156,74,74,1.0,0.0006531200488097966,10,9,7
157,32,32,1.0,0.0002317180042155087,15,14,2
158,10,10,1.0,0.00022436503786593676,14,13,1
159,94,94,1.0,0.0002561959554441273,14,13,5
160,86,86,1.0,0.00041824899381026626,10,9,7
161,80,80,1.0,0.0003942869952879846,17,16,5
162,40,40,1.0,0.00023269798839464784,7,6,3
163,114,114,1.0,0.00037942995550110936,15,14,4
164,30,30,1.0,0.0002684180508367717,12,11,4
165,10,10,1.0,0.00013367203064262867,13,12,1
166,46,46,1.0,0.0003236329648643732,12,11,3
167,52,52,1.0,0.0002198849688284099,11,10,3
168,16,16,1.0,0.00021313305478543043,13,12,1
169,62,62,1.0,0.00020994804799556732,16,15,2
170,56,56,1.0,0.000269399955868721,6,5,4
171,14,14,1.0,0.00021141197066754103,14,13,1
172,56,56,1.0,0.000572622986510396,16,15,7
173,10,10,1.0,0.00014772301074117422,13,12,1
174,18,18,1.0,0.00013668590690940619,6,5,1
175,48,48,1.0,0.0002533930237405002,14,13,3
176,26,26,1.0,0.00016563001554459333,10,9,3
